V1,	V2,	V3,	V4,	V5,	V6,	V7,	V8,	V9,	V10,	V11,	V12,	V13,	V14
5456,	0.06849,	c,	f,	0.73332,	a,	NA,	NA,	a,	NA,	0.0,	0.0,	0.39794,	NA,	0
5457,	0.05479,	c,	h,	0.59999,	a,	NA,	d,	a,	b,	nan,	0.0,	0.29591,	a,	0
5458,	0.32877,	f,	NA,	0.86665,	c,	c,	e,	a,	b,	0.0,	0.0,	0.55101,	a,	0
5459,	0.02739,	NA,	b,	nan,	NA,	NA,	NA,	a,	b,	0.34095,	0.0,	0.19387,	a,	0
5460,	nan,	NA,	h,	0.59999,	b,	f,	NA,	a,	a,	0.0,	0.0,	0.43878,	a,	0
5461,	0.04109,	NA,	h,	0.59999,	a,	l,	d,	a,	b,	0.0,	0.0,	nan,	a,	0
5462,	0.20548,	NA,	b,	0.53333,	b,	NA,	b,	NA,	a,	0.0,	0.0,	0.39794,	a,	0
5463,	0.39724,	c,	NA,	0.53333,	d,	NA,	d,	b,	b,	0.0,	0.0,	0.39794,	a,	0
5464,	0.47944,	NA,	b,	0.53333,	a,	NA,	a,	a,	b,	nan,	0.0,	0.35713,	a,	0
5465,	0.36987,	c,	a,	0.79998,	c,	c,	e,	b,	a,	nan,	nan,	0.39794,	a,	0
5466,	nan,	NA,	c,	nan,	b,	NA,	NA,	NA,	a,	nan,	0.0,	0.39794,	NA,	0
5467,	0.13698,	b,	h,	0.59999,	b,	NA,	b,	a,	a,	0.0,	0.0,	0.49997,	a,	0
5468,	0.24657,	c,	b,	nan,	NA,	NA,	c,	NA,	b,	0.0,	0.0,	nan,	a,	0
5469,	0.17808,	c,	b,	0.53333,	a,	a,	a,	a,	b,	0.0,	0.0,	0.44897,	a,	0
5470,	0.64383,	f,	b,	0.53333,	b,	NA,	b,	a,	a,	nan,	0.0,	0.39794,	a,	0
5471,	0.24657,	NA,	g,	nan,	c,	NA,	e,	a,	b,	nan,	nan,	0.39794,	a,	0
5472,	nan,	b,	NA,	nan,	a,	h,	a,	a,	NA,	0.0,	0.0,	0.44897,	a,	0
5473,	0.21916,	c,	h,	0.59999,	NA,	l,	a,	a,	a,	nan,	0.0,	0.39794,	a,	0
5474,	0.10958,	c,	NA,	nan,	a,	l,	f,	a,	NA,	0.0,	0.0,	0.44897,	u,	0
5475,	0.49312,	c,	h,	0.59999,	a,	a,	e,	NA,	b,	nan,	0.0,	nan,	a,	0
5476,	0.63015,	c,	b,	0.53333,	b,	NA,	b,	e,	NA,	0.02104,	0.0,	nan,	I,	0
5477,	nan,	f,	h,	0.59999,	b,	k,	NA,	a,	a,	0.0,	nan,	0.60204,	a,	0
5478,	nan,	c,	c,	0.40000,	NA,	i,	a,	a,	a,	0.0,	0.0,	0.39794,	a,	0
5479,	0.21916,	c,	b,	nan,	b,	g,	b,	a,	a,	0.0,	nan,	0.60204,	NA,	0
5480,	0.02739,	NA,	b,	nan,	a,	e,	d,	b,	a,	0.0,	0.0,	0.29591,	a,	0
5481,	0.19177,	c,	a,	nan,	b,	c,	b,	a,	a,	0.0,	0.0,	0.39794,	a,	0
5482,	0.49312,	NA,	b,	0.53333,	b,	i,	b,	NA,	a,	0.0,	0.0,	nan,	NA,	0
5483,	0.41097,	NA,	h,	0.59999,	b,	c,	b,	a,	a,	0.0,	0.0,	nan,	a,	0
5484,	0.13698,	c,	o,	1.0,	a,	a,	d,	NA,	b,	nan,	nan,	nan,	a,	0
5485,	0.06849,	c,	NA,	0.53333,	a,	h,	a,	a,	b,	nan,	0.0,	nan,	a,	0
5486,	0.47944,	NA,	b,	0.53333,	g,	l,	NA,	NA,	b,	0.0,	0.40448,	0.39794,	a,	0
5487,	0.20548,	c,	i,	0.66665,	c,	i,	d,	a,	NA,	0.0,	0.0,	0.45917,	a,	0
5488,	0.08218,	c,	b,	0.53333,	NA,	l,	a,	NA,	a,	0.0,	nan,	0.39794,	a,	0
5489,	0.13698,	c,	h,	0.59999,	a,	a,	d,	a,	a,	nan,	0.0,	0.19387,	a,	0
5490,	0.49312,	c,	b,	nan,	g,	d,	a,	b,	b,	0.0,	0.0,	0.39794,	a,	0
5491,	0.01369,	c,	b,	0.53333,	a,	b,	d,	NA,	NA,	0.0,	0.0,	0.19387,	NA,	0
5492,	0.32877,	c,	a,	0.79998,	d,	l,	e,	a,	b,	0.0,	0.0,	0.29591,	a,	0
5493,	0.13698,	c,	NA,	nan,	NA,	NA,	NA,	NA,	b,	nan,	nan,	nan,	NA,	0
5494,	0.17808,	c,	h,	0.59999,	c,	l,	d,	a,	a,	0.0,	0.0,	nan,	a,	0
5495,	0.32877,	c,	b,	nan,	c,	h,	e,	a,	NA,	0.0,	0.0,	0.39794,	a,	0
5496,	0.05479,	c,	NA,	0.59999,	NA,	a,	NA,	a,	NA,	0.0,	0.0,	0.29591,	a,	0
5497,	0.56164,	a,	b,	0.53333,	f,	e,	e,	b,	NA,	0.0,	0.0,	0.39794,	t,	0
5498,	0.38356,	a,	a,	0.79998,	c,	NA,	NA,	a,	NA,	0.0,	nan,	0.39794,	a,	0
5499,	0.31504,	c,	NA,	0.33333,	c,	g,	d,	a,	a,	0.0,	0.0,	0.39794,	a,	0
5500,	0.05479,	c,	h,	0.59999,	a,	a,	NA,	a,	NA,	nan,	0.0,	0.39794,	NA,	0
5501,	0.16438,	c,	a,	nan,	a,	c,	a,	NA,	b,	0.0,	0.36500,	0.39794,	a,	0
5502,	nan,	c,	i,	0.66665,	b,	e,	c,	b,	b,	0.0,	0.0,	0.39794,	a,	0
5503,	0.12328,	c,	b,	0.53333,	b,	i,	b,	a,	NA,	0.0,	0.0,	0.39794,	a,	0
5504,	0.08218,	c,	b,	0.53333,	d,	b,	f,	a,	NA,	0.0,	0.0,	0.39794,	a,	0
5505,	0.13698,	c,	a,	0.79998,	a,	h,	NA,	a,	a,	0.0,	nan,	0.39794,	a,	0
5506,	0.26026,	NA,	NA,	0.79998,	a,	NA,	a,	b,	b,	0.0,	0.0,	0.39794,	a,	0
5507,	0.06849,	d,	b,	0.53333,	a,	a,	NA,	NA,	NA,	0.0,	nan,	0.39794,	NA,	0
5508,	nan,	NA,	h,	0.59999,	a,	e,	d,	a,	NA,	0.0,	nan,	0.39794,	x,	0
5509,	0.50685,	NA,	a,	0.79998,	b,	g,	b,	NA,	a,	0.0,	0.0,	nan,	a,	0
5510,	0.26026,	NA,	NA,	0.53333,	c,	f,	e,	a,	a,	0.0,	0.0,	0.49997,	a,	0
5511,	0.36987,	NA,	i,	0.66665,	b,	j,	b,	b,	NA,	nan,	0.0,	0.39794,	a,	0
5512,	0.43834,	c,	h,	0.59999,	c,	i,	a,	a,	b,	0.0,	0.0,	nan,	NA,	0
5513,	0.01369,	NA,	c,	0.40000,	a,	NA,	d,	a,	a,	0.0,	nan,	nan,	a,	0
5514,	0.12328,	c,	a,	0.79998,	a,	l,	a,	a,	a,	0.0,	0.0,	nan,	a,	0
5515,	0.20548,	NA,	c,	0.40000,	b,	d,	c,	a,	b,	0.0,	0.0,	0.39794,	a,	0
5516,	0.24657,	a,	b,	0.53333,	a,	h,	NA,	a,	a,	nan,	0.0,	0.39794,	a,	0
5517,	0.31504,	c,	b,	0.53333,	a,	a,	a,	a,	b,	0.0,	0.0,	0.44897,	a,	0
5518,	0.31504,	b,	b,	0.53333,	NA,	NA,	NA,	NA,	a,	0.03411,	0.0,	0.39794,	a,	0
5519,	0.17808,	c,	b,	0.53333,	b,	NA,	b,	a,	a,	0.0,	0.0,	nan,	a,	0
5520,	0.02739,	c,	h,	0.59999,	a,	l,	d,	a,	b,	0.0,	nan,	0.19387,	a,	0
5521,	0.19177,	c,	b,	0.53333,	a,	l,	NA,	a,	NA,	0.0,	0.0,	0.39794,	a,	0
5522,	0.45203,	d,	f,	0.73332,	b,	j,	b,	a,	a,	0.0,	nan,	0.60204,	a,	0
5523,	0.28767,	c,	b,	0.53333,	NA,	i,	a,	b,	a,	0.0,	0.0,	0.39794,	a,	0
5524,	0.16438,	c,	k,	nan,	d,	l,	e,	a,	b,	0.0,	0.0,	0.39794,	a,	0
5525,	0.43834,	c,	NA,	0.59999,	a,	e,	a,	a,	b,	0.0,	0.0,	0.60204,	a,	0
5526,	0.13698,	c,	b,	0.53333,	d,	d,	d,	NA,	NA,	0.0,	0.0,	0.39794,	a,	0
5527,	0.41097,	e,	b,	nan,	NA,	j,	b,	a,	a,	0.02884,	0.0,	0.31632,	a,	0
5528,	0.17808,	c,	b,	0.53333,	a,	j,	NA,	a,	a,	0.0,	0.0,	0.60204,	a,	0
5529,	0.27395,	NA,	b,	0.53333,	NA,	i,	NA,	a,	a,	0.0,	0.0,	0.39794,	a,	0
5530,	0.27395,	c,	o,	1.0,	b,	c,	c,	a,	b,	0.0,	0.0,	0.34694,	a,	0
5531,	nan,	c,	b,	nan,	f,	l,	a,	NA,	b,	0.0,	0.0,	0.37755,	a,	0
5532,	nan,	d,	b,	0.53333,	b,	NA,	b,	NA,	NA,	0.0,	0.0,	nan,	a,	0
5533,	0.49312,	c,	NA,	0.53333,	a,	l,	a,	a,	b,	0.0,	0.0,	0.39794,	a,	0
5534,	0.38356,	c,	b,	0.53333,	a,	NA,	a,	a,	NA,	0.0,	nan,	0.39794,	a,	0
5535,	nan,	NA,	a,	0.79998,	b,	c,	b,	a,	NA,	0.0,	0.0,	0.44897,	NA,	0
5536,	0.31504,	NA,	a,	0.79998,	a,	c,	a,	a,	b,	0.0,	nan,	0.39794,	NA,	0
5537,	nan,	c,	b,	0.53333,	b,	d,	NA,	a,	a,	0.0,	0.0,	0.39794,	NA,	0
5538,	0.15068,	f,	h,	0.59999,	a,	a,	NA,	b,	a,	0.0,	0.0,	0.39794,	NA,	0
5539,	nan,	NA,	b,	0.53333,	a,	NA,	d,	a,	a,	0.0,	0.36775,	0.39794,	NA,	0
5540,	0.21916,	c,	a,	0.79998,	b,	NA,	b,	a,	a,	0.0,	0.0,	0.39794,	a,	0
5541,	0.23289,	c,	c,	nan,	a,	e,	NA,	a,	b,	0.0,	0.0,	0.39794,	NA,	0
5542,	0.05479,	c,	f,	0.73332,	a,	a,	d,	a,	a,	0.0,	0.0,	0.34694,	a,	0
5543,	0.63015,	NA,	b,	0.53333,	b,	NA,	NA,	a,	a,	0.0,	nan,	0.44897,	a,	0
5544,	0.05479,	NA,	h,	nan,	NA,	e,	d,	a,	NA,	0.0,	0.0,	0.29591,	a,	0
5545,	0.45203,	c,	l,	0.06666,	d,	NA,	NA,	b,	b,	0.0,	0.0,	nan,	NA,	0
5546,	0.67120,	NA,	b,	0.53333,	b,	NA,	NA,	a,	b,	0.0,	0.0,	nan,	a,	0
5547,	0.02739,	NA,	b,	0.53333,	a,	NA,	d,	a,	a,	0.0,	0.0,	0.29591,	a,	0
5548,	0.19177,	c,	a,	0.79998,	NA,	h,	a,	NA,	a,	0.0,	nan,	nan,	a,	0
5549,	nan,	c,	a,	nan,	b,	c,	c,	a,	b,	nan,	0.0,	0.39794,	a,	0
5550,	0.24657,	f,	a,	0.79998,	b,	c,	NA,	a,	a,	0.0,	0.0,	0.39794,	a,	0
5551,	nan,	c,	a,	0.79998,	a,	i,	d,	a,	a,	0.0,	nan,	0.39794,	a,	0
5552,	nan,	c,	NA,	nan,	a,	NA,	f,	a,	b,	0.0,	0.0,	0.60204,	d,	0
5553,	nan,	c,	b,	0.53333,	NA,	e,	NA,	e,	b,	0.0,	0.0,	0.07142,	NA,	0
5554,	0.64383,	NA,	b,	0.53333,	c,	d,	NA,	a,	b,	0.0,	nan,	0.39794,	a,	0
5555,	0.58905,	f,	NA,	0.40000,	b,	NA,	b,	a,	a,	0.0,	0.0,	0.19387,	a,	0
5556,	0.10958,	c,	NA,	0.79998,	a,	c,	a,	NA,	b,	0.0,	nan,	0.49997,	a,	0
5557,	0.05479,	c,	b,	0.53333,	a,	i,	a,	a,	a,	nan,	0.0,	0.34694,	a,	0
5558,	0.12328,	c,	b,	0.53333,	a,	n,	f,	a,	b,	0.0,	nan,	0.14285,	d,	0
5559,	nan,	c,	h,	0.59999,	a,	a,	a,	a,	a,	0.0,	0.0,	0.19387,	a,	0
5560,	nan,	NA,	b,	0.53333,	c,	NA,	e,	a,	b,	0.0,	0.0,	0.29591,	a,	0
5561,	0.39724,	c,	l,	0.06666,	d,	d,	d,	a,	b,	0.0,	0.0,	0.39794,	u,	0
5562,	nan,	a,	o,	1.0,	b,	c,	NA,	e,	a,	0.0,	0.0,	0.39794,	z,	0
5563,	0.04109,	c,	g,	0.19998,	a,	d,	f,	a,	a,	0.0,	nan,	0.39794,	a,	0
5564,	0.15068,	NA,	NA,	0.59999,	a,	NA,	NA,	a,	b,	nan,	0.0,	0.39794,	a,	0
5565,	0.12328,	NA,	a,	nan,	NA,	c,	a,	a,	a,	0.0,	nan,	0.47959,	NA,	0
5566,	0.56164,	c,	NA,	0.53333,	b,	d,	b,	a,	a,	0.0,	0.0,	0.39794,	a,	0
5567,	0.19177,	a,	h,	0.59999,	a,	e,	a,	e,	a,	0.0,	0.0,	0.39794,	a,	0
5568,	0.27395,	NA,	f,	nan,	c,	k,	a,	b,	a,	0.0,	0.0,	0.37755,	a,	0
5569,	0.38356,	c,	NA,	0.19998,	c,	NA,	a,	b,	b,	0.0,	0.0,	0.34694,	a,	0
5570,	nan,	c,	b,	nan,	a,	a,	a,	a,	b,	0.0,	0.0,	0.49997,	a,	0
5571,	0.21916,	a,	NA,	0.86665,	NA,	k,	b,	NA,	a,	0.0,	0.0,	nan,	a,	0
5572,	0.24657,	c,	b,	0.53333,	c,	b,	a,	a,	a,	0.0,	0.0,	0.24489,	a,	0
5573,	0.58905,	NA,	b,	0.53333,	b,	j,	b,	b,	a,	0.0,	0.0,	0.39794,	NA,	0
5574,	nan,	c,	NA,	0.59999,	NA,	l,	d,	a,	b,	0.0,	0.0,	0.19387,	a,	0
5575,	0.28767,	c,	k,	0.33333,	b,	i,	b,	NA,	a,	nan,	0.0,	nan,	a,	0
5576,	0.31504,	c,	i,	0.66665,	c,	i,	e,	NA,	NA,	nan,	0.0,	0.39794,	a,	0
5577,	0.13698,	c,	NA,	0.59999,	b,	j,	b,	a,	a,	0.0,	0.0,	0.60204,	a,	0
5578,	0.04109,	NA,	h,	nan,	NA,	NA,	d,	NA,	NA,	0.0,	0.0,	0.24489,	a,	0
5579,	nan,	f,	NA,	0.59999,	b,	k,	b,	NA,	NA,	nan,	0.0,	0.39794,	a,	0
5580,	0.39724,	c,	h,	0.59999,	b,	d,	b,	b,	a,	nan,	0.0,	0.39794,	a,	0
5581,	0.04109,	NA,	NA,	0.59999,	NA,	d,	a,	e,	b,	0.0,	0.0,	nan,	NA,	0
5582,	0.35614,	c,	NA,	nan,	b,	i,	NA,	a,	a,	0.0,	0.0,	0.39794,	a,	0
5583,	nan,	NA,	h,	0.59999,	NA,	e,	NA,	a,	b,	0.0,	0.0,	0.14285,	a,	0
5584,	0.42466,	c,	NA,	0.79998,	c,	a,	a,	a,	NA,	0.0,	0.0,	nan,	a,	0
5585,	0.26026,	f,	h,	nan,	c,	k,	NA,	a,	a,	0.0,	nan,	0.55101,	a,	0
5586,	0.01369,	NA,	h,	0.59999,	a,	NA,	NA,	a,	a,	nan,	0.0,	0.60204,	a,	0
5587,	nan,	c,	f,	nan,	b,	a,	b,	NA,	NA,	0.0,	0.0,	0.23469,	a,	0
5588,	0.36987,	f,	NA,	0.73332,	c,	h,	a,	b,	a,	0.0,	0.0,	0.39794,	a,	0
5589,	0.20548,	c,	NA,	0.33333,	NA,	i,	b,	a,	NA,	0.0,	0.0,	0.39794,	a,	0
5590,	nan,	c,	a,	nan,	a,	a,	d,	NA,	NA,	0.0,	0.0,	0.39794,	n,	0
5591,	0.0,	NA,	c,	nan,	a,	b,	d,	a,	a,	nan,	0.0,	0.11224,	a,	0
5592,	0.32877,	c,	n,	0.46666,	NA,	e,	c,	a,	b,	0.0,	0.0,	0.09183,	NA,	0
5593,	nan,	c,	k,	0.33333,	d,	e,	e,	NA,	b,	0.0,	0.0,	0.31632,	a,	0
5594,	0.15068,	NA,	h,	0.59999,	a,	a,	d,	a,	a,	nan,	0.0,	0.39794,	a,	0
5595,	0.15068,	b,	c,	0.40000,	a,	l,	d,	NA,	a,	nan,	0.0,	0.39794,	a,	0
5596,	0.02739,	c,	NA,	0.19998,	NA,	g,	e,	a,	NA,	0.0,	0.0,	0.24489,	u,	0
5597,	0.26026,	b,	NA,	0.59999,	b,	e,	NA,	a,	b,	nan,	0.0,	nan,	a,	0
5598,	0.10958,	c,	h,	0.59999,	b,	g,	NA,	a,	a,	0.0,	0.0,	0.34694,	a,	0
5599,	0.34246,	c,	a,	0.79998,	c,	c,	a,	a,	a,	0.0,	nan,	0.39794,	a,	0
5600,	nan,	c,	NA,	0.59999,	b,	NA,	b,	a,	NA,	0.0,	0.0,	0.39794,	a,	0
5601,	0.24657,	c,	NA,	0.59999,	b,	j,	b,	a,	NA,	0.0,	0.0,	0.58162,	a,	0
5602,	0.27395,	c,	b,	nan,	b,	i,	b,	a,	a,	0.0,	0.0,	nan,	NA,	0
5603,	0.30136,	f,	b,	nan,	a,	k,	d,	c,	a,	nan,	0.0,	0.47959,	a,	0
5604,	nan,	c,	h,	0.59999,	c,	e,	NA,	a,	NA,	nan,	nan,	nan,	a,	0
5605,	nan,	d,	b,	0.53333,	b,	h,	NA,	a,	a,	0.0,	0.0,	0.39794,	a,	0
5606,	nan,	NA,	h,	nan,	a,	NA,	NA,	NA,	b,	nan,	0.0,	nan,	a,	0
5607,	0.26026,	c,	NA,	0.59999,	a,	d,	e,	a,	a,	0.0,	0.0,	0.44897,	a,	0
5608,	0.27395,	c,	b,	0.53333,	a,	d,	d,	a,	a,	0.0,	0.0,	0.39794,	NA,	0
5609,	0.30136,	c,	h,	0.59999,	c,	e,	e,	a,	b,	0.0,	0.0,	0.60204,	NA,	0
5610,	0.20548,	c,	b,	0.53333,	NA,	f,	c,	NA,	b,	0.0,	0.0,	0.39794,	a,	0
5611,	0.57532,	c,	h,	0.59999,	g,	a,	a,	a,	b,	nan,	0.0,	0.34694,	NA,	0
5612,	nan,	c,	a,	nan,	b,	NA,	b,	a,	a,	0.03411,	nan,	0.44897,	a,	0
5613,	0.45203,	c,	b,	0.53333,	b,	g,	b,	NA,	a,	nan,	0.0,	0.39794,	a,	0
5614,	0.34246,	c,	NA,	nan,	b,	l,	b,	NA,	NA,	0.0,	nan,	0.36732,	NA,	0
5615,	0.20548,	c,	h,	0.59999,	NA,	c,	a,	a,	a,	0.0,	nan,	nan,	a,	0
5616,	0.04109,	c,	b,	0.53333,	b,	i,	b,	a,	a,	0.03780,	0.0,	0.34694,	NA,	0
5617,	0.45203,	b,	k,	0.33333,	c,	i,	a,	a,	a,	0.0,	0.0,	nan,	a,	0
5618,	0.01369,	c,	NA,	0.59999,	a,	i,	a,	a,	a,	0.0,	0.0,	nan,	a,	0
5619,	0.58905,	c,	d,	nan,	a,	c,	a,	a,	a,	nan,	0.0,	0.49997,	a,	0
5620,	0.58905,	c,	h,	0.59999,	b,	c,	b,	a,	a,	0.0,	0.0,	0.39794,	NA,	0
5621,	0.34246,	f,	NA,	nan,	a,	c,	a,	a,	a,	0.0,	nan,	0.21428,	a,	0
5622,	nan,	c,	b,	0.53333,	c,	NA,	e,	a,	b,	nan,	0.0,	0.34694,	NA,	0
5623,	0.24657,	e,	h,	0.59999,	b,	l,	c,	NA,	b,	0.0,	nan,	0.39794,	a,	0
5624,	0.17808,	b,	f,	0.73332,	b,	l,	b,	a,	a,	0.0,	0.0,	0.60204,	NA,	0
5625,	0.52054,	c,	NA,	0.73332,	c,	NA,	e,	NA,	b,	0.0,	0.0,	0.39794,	a,	0
5626,	0.02739,	c,	NA,	0.53333,	a,	NA,	d,	a,	b,	0.0,	0.0,	0.19387,	a,	0
5627,	0.30136,	c,	NA,	0.53333,	b,	NA,	b,	a,	a,	0.0,	0.0,	0.39794,	NA,	0
5628,	0.42466,	NA,	h,	0.59999,	NA,	NA,	e,	a,	NA,	0.0,	nan,	0.39794,	a,	0
5629,	0.05479,	c,	h,	nan,	a,	b,	NA,	a,	a,	0.0,	nan,	0.29591,	a,	0
5630,	0.08218,	c,	a,	0.79998,	a,	h,	d,	NA,	NA,	0.0,	0.0,	0.39794,	NA,	0
5631,	0.06849,	NA,	h,	0.59999,	a,	e,	d,	NA,	NA,	0.0,	0.0,	0.29591,	a,	0
5632,	nan,	c,	h,	0.59999,	a,	l,	a,	NA,	b,	0.0,	0.0,	0.39794,	NA,	0
5633,	0.08218,	c,	h,	nan,	a,	b,	a,	a,	a,	0.0,	0.0,	nan,	a,	0
5634,	0.08218,	c,	a,	0.79998,	a,	a,	a,	a,	b,	0.0,	0.0,	0.22448,	a,	0
5635,	0.08218,	NA,	h,	0.59999,	a,	l,	d,	a,	b,	0.0,	0.0,	0.14285,	a,	0
5636,	0.06849,	a,	a,	0.79998,	a,	a,	d,	a,	b,	0.0,	0.0,	0.09183,	a,	0
5637,	0.01369,	c,	b,	0.53333,	a,	a,	NA,	a,	a,	nan,	0.0,	0.19387,	NA,	0
5638,	0.23289,	c,	NA,	0.26665,	b,	NA,	NA,	a,	a,	0.0,	0.0,	0.49997,	a,	0
5639,	nan,	c,	f,	0.73332,	d,	e,	e,	NA,	b,	nan,	0.0,	nan,	a,	0
5640,	nan,	b,	NA,	0.59999,	g,	f,	e,	a,	b,	nan,	0.0,	0.49997,	a,	0
5641,	nan,	c,	h,	0.59999,	b,	b,	b,	a,	a,	0.0,	0.0,	0.39794,	NA,	0
5642,	0.23289,	NA,	b,	0.53333,	b,	e,	b,	b,	a,	nan,	0.0,	0.29591,	a,	0
5643,	0.15068,	b,	d,	0.86665,	a,	c,	d,	a,	a,	0.0,	0.0,	0.39794,	a,	0
5644,	0.53422,	c,	NA,	0.33333,	a,	b,	a,	a,	NA,	0.0,	nan,	0.39794,	a,	0
5645,	0.39724,	NA,	b,	0.53333,	c,	NA,	a,	a,	b,	0.0,	0.0,	0.29591,	NA,	0
5646,	0.08218,	f,	h,	0.59999,	f,	a,	d,	a,	NA,	0.0,	0.0,	0.39794,	u,	0
5647,	0.21916,	c,	a,	nan,	b,	a,	c,	NA,	b,	0.0,	0.0,	0.29591,	NA,	0
5648,	0.13698,	c,	b,	0.53333,	a,	e,	NA,	e,	a,	0.0,	nan,	0.39794,	a,	0
5649,	0.05479,	c,	h,	0.59999,	NA,	NA,	d,	b,	b,	0.0,	0.0,	0.19387,	a,	0
5650,	0.01369,	NA,	b,	0.53333,	a,	NA,	d,	a,	a,	0.0,	0.0,	nan,	a,	0
5651,	nan,	NA,	a,	0.79998,	c,	c,	a,	NA,	b,	0.0,	0.0,	0.35713,	a,	0
5652,	nan,	f,	c,	0.40000,	b,	e,	b,	a,	NA,	0.0,	0.0,	0.39794,	a,	0
5653,	0.09588,	c,	NA,	0.73332,	NA,	i,	a,	a,	a,	0.02353,	0.0,	0.39794,	a,	0
5654,	nan,	c,	f,	0.73332,	a,	j,	d,	b,	b,	nan,	0.0,	0.39794,	a,	0
5655,	0.27395,	c,	NA,	0.53333,	c,	l,	a,	a,	b,	0.0,	0.0,	nan,	a,	0
5656,	0.23289,	NA,	NA,	nan,	b,	i,	b,	a,	a,	nan,	0.0,	0.49997,	NA,	0
5657,	nan,	NA,	b,	0.53333,	c,	j,	e,	a,	b,	0.0,	0.0,	0.39794,	a,	0
5658,	0.21916,	b,	b,	nan,	b,	k,	b,	a,	a,	0.0,	nan,	0.29591,	a,	0
5659,	0.04109,	c,	NA,	0.53333,	NA,	NA,	d,	a,	b,	0.0,	nan,	0.07142,	NA,	0
5660,	0.12328,	c,	h,	0.59999,	NA,	a,	e,	a,	b,	0.0,	0.0,	nan,	a,	0
5661,	0.0,	c,	c,	0.40000,	a,	l,	NA,	a,	b,	0.0,	0.0,	0.19387,	a,	0
5662,	0.49312,	c,	i,	0.66665,	NA,	j,	b,	a,	a,	0.0,	0.34089,	0.39794,	a,	0
5663,	0.19177,	NA,	h,	0.59999,	c,	l,	d,	a,	b,	0.0,	0.0,	0.34694,	a,	0
5664,	0.23289,	c,	c,	0.40000,	b,	d,	b,	a,	NA,	0.0,	nan,	nan,	a,	0
5665,	nan,	c,	j,	0.13333,	b,	e,	b,	NA,	a,	nan,	0.0,	0.39794,	d,	0
5666,	0.06849,	NA,	b,	0.53333,	NA,	NA,	d,	a,	b,	0.0,	0.0,	0.39794,	a,	0
5667,	0.05479,	NA,	h,	0.59999,	a,	a,	d,	a,	b,	0.0,	0.0,	0.19387,	a,	0
5668,	0.31504,	c,	b,	0.53333,	a,	a,	e,	NA,	b,	nan,	nan,	0.34694,	a,	0
5669,	0.20548,	d,	a,	nan,	b,	c,	b,	e,	a,	0.0,	0.45958,	0.39794,	NA,	0
5670,	0.16438,	f,	b,	nan,	b,	e,	c,	a,	b,	nan,	0.0,	0.39794,	a,	0
5671,	0.69862,	NA,	h,	0.59999,	NA,	NA,	e,	b,	NA,	0.0,	0.0,	0.39794,	a,	0
5672,	0.08218,	c,	b,	nan,	c,	n,	e,	a,	b,	0.0,	nan,	0.39794,	NA,	0
5673,	0.50685,	c,	b,	0.53333,	b,	e,	c,	a,	b,	0.0,	0.0,	0.34694,	a,	0
5674,	0.05479,	c,	h,	0.59999,	a,	c,	d,	e,	a,	0.0,	0.45315,	0.39794,	a,	0
5675,	nan,	c,	i,	0.66665,	NA,	c,	a,	NA,	a,	0.0,	0.0,	0.41836,	a,	0
5676,	0.02739,	c,	k,	0.33333,	a,	e,	a,	a,	b,	0.0,	nan,	0.39794,	NA,	0
5677,	0.05479,	NA,	b,	0.53333,	a,	NA,	f,	a,	a,	0.0,	0.0,	nan,	a,	0
5678,	0.24657,	c,	a,	0.79998,	b,	a,	c,	b,	NA,	0.0,	0.0,	nan,	a,	0
5679,	0.30136,	NA,	h,	0.59999,	a,	a,	d,	a,	b,	0.02174,	0.0,	nan,	a,	0
5680,	0.28767,	NA,	NA,	0.53333,	a,	NA,	e,	a,	a,	0.0,	nan,	0.39794,	NA,	0
5681,	0.12328,	NA,	NA,	0.59999,	NA,	a,	NA,	a,	b,	0.0,	0.0,	0.39794,	a,	0
5682,	nan,	c,	b,	nan,	c,	e,	a,	a,	NA,	0.0,	0.0,	0.44897,	a,	0
5683,	0.72603,	b,	h,	nan,	NA,	i,	b,	a,	NA,	0.0,	nan,	0.24489,	a,	0
5684,	0.38356,	c,	k,	0.33333,	b,	l,	b,	a,	a,	0.0,	0.0,	0.39794,	NA,	0
5685,	0.90411,	c,	b,	0.53333,	g,	k,	a,	a,	a,	0.0,	nan,	0.55101,	NA,	0
5686,	0.57532,	c,	b,	nan,	d,	e,	a,	a,	b,	0.0,	0.0,	nan,	a,	0
5687,	0.01369,	NA,	NA,	0.26665,	a,	e,	d,	b,	a,	0.0,	0.0,	0.14285,	a,	0
5688,	0.19177,	c,	b,	0.53333,	b,	a,	b,	a,	a,	nan,	0.0,	nan,	NA,	0
5689,	nan,	f,	NA,	0.79998,	a,	c,	a,	a,	b,	0.0,	0.0,	0.39794,	a,	0
5690,	0.21916,	c,	i,	0.66665,	b,	d,	b,	a,	a,	0.0,	0.0,	nan,	a,	0
5691,	nan,	NA,	d,	nan,	a,	c,	a,	a,	NA,	0.0,	0.0,	0.52039,	NA,	0
5692,	0.13698,	c,	a,	0.79998,	b,	NA,	NA,	a,	a,	0.0,	0.0,	0.39794,	s,	0
5693,	0.32877,	c,	b,	0.53333,	NA,	i,	b,	a,	a,	0.0,	0.0,	0.39794,	a,	0
5694,	0.10958,	c,	b,	0.53333,	b,	NA,	c,	a,	b,	0.0,	0.0,	0.24489,	NA,	0
